0x40038008004     , 0x10009e02880a20   , 0x3900780080000000 , 0x0 ,
0x3801f006        , 0x403800f003f00c60 , 0x10806700f8000000 , 0x0 ,
0x2001000c002     , 0x1000d803f00c60   , 0x1b00380000000000 , 0x0 ,
0x1000c0060018    , 0x2061c38d8e3418f0 , 0x3f807c0000000000 , 0x0 ,
0x80020018        , 0x2061c18a06480960 , 0x3f00300040000000 , 0x0 ,
0x20018004003     , 0xc002001a00780    , 0x1a00300000000000 , 0x0 ,
0x300080060018    , 0x2061c18d86661b10 , 0x3fc07c0000000000 , 0x0 ,
0x3000c006        , 0x180060019006e0   , 0x1f00780080000000 , 0x0 ,
0x60030018006     , 0x300186063819e0   , 0x3f80780000000000 , 0x0 ,
0x4003800c0060018 , 0x60019e064c0f98   , 0x1fe01e0000000000 , 0x0 ,
0x4001000c002     , 0x18004801700740   , 0x1b00380000000000 , 0x0 ,
0x1000e00f006     , 0x1800dc03780f60   , 0x3f807c00c0000000 , 0x0 ,
0x6001000c006     , 0x1b00fe02d80fc0   , 0x3f00f00000000000 , 0x0 ,
0x1000c0020018    , 0x6780ff03860e18   , 0x1dc03e0060000000 , 0x0 ,
0xc0020008006     , 0x1300da03580fe0   , 0x1e00300000000000 , 0x0 ,
0xc003001800e     , 0x3301df06fc1fe0   , 0x3f00f00000000000 , 0x0 ,
0x1000c004002     , 0x18004001000c00   , 0x18003c0070000000 , 0x0 ,
0xc0020010004     , 0x200186063c1910   , 0x6d80f80000000000 , 0x0 ,
0x1000c006003     , 0x1800c0020008e0   , 0x3f80780000000000 , 0x0 ,
0x20018004002     , 0x180040013805e0   , 0x3f00780000000000 , 0x0 ,
0xc006003         , 0x1e00fc03180860   , 0x3300f801c0000000 , 0x0 ,
0x30018004003     , 0x1800ee03f80fe0   , 0x3f00000000000000 , 0x0 ,
0xc0030018004     , 0x3000c603fe0e18   , 0x7fc03e0000000000 , 0x0 ,
0x20010004003     , 0x8002001f00760    , 0x1b00700000000000 , 0x0 ,
0x3c010808        , 0x20008002700920   , 0x2c805400e0000000 , 0x0 ,
0x80020010004     , 0x3000cc02780f60   , 0x1d803c0000000000 , 0x0 ,
0x8006001000c     , 0x3100df034c0f30   , 0x1f803c0000000000 , 0x0 ,
0x20008002        , 0x8007801e00380    , 0xe00300000000000  , 0x0 ,
0x8007003801c     , 0x73019f067c1ff0   , 0x3fc07c0000000000 , 0x0 ,
0x4003001800c     , 0x200182041c30b0   , 0x7f80780000000000 , 0x0 ,
0x1c00c806        , 0x1200dc03480f60   , 0x3d00780060000000 , 0x0 ,
0x8007803803      , 0x801c00e2033c19e0 , 0x7f01fc0040000000 , 0x0 ,
0x2001800c006     , 0x18006003f80fe0   , 0x1f803c0000000000 , 0x0 ,
0x40030018006     , 0x3000cf03ec0e30   , 0x3f807c0040000000 , 0x0 ,
0x1000c002001     , 0x8006e03780e40    , 0x3e00700000000000 , 0x0 ,
0x1800c0020018    , 0x43c1bf86c61ef0   , 0x3f80700000000000 , 0x0 ,
0x180040030008    , 0x20008c02480920   , 0x14803c0000000000 , 0x0 ,
0x18004001000c    , 0x3380c902440920   , 0x33807c0000000000 , 0x0 ,
0x1000c002        , 0x80060019006e0    , 0xf00000000000000  , 0x0 ,
0x80020018004     , 0x21008e02480960   , 0x3f00780000000000 , 0x0 ,
0x40020008004     , 0x17005201c00520   , 0x17003c0000000000 , 0x0 ,
0x1c006003        , 0x18007e03fc1e60   , 0x7f80fc00c0000000 , 0x0 ,
0x20018008006     , 0x30018f06641b30   , 0x3f80fc0000000000 , 0x0 ,
0x80061818        , 0xf04663198c6430f0 , 0x6380f801c0000000 , 0x0 ,
0x20018006003     , 0x1f007e03f81c60   , 0x7f00f80180000000 , 0x0 ,
0x40020008004     , 0x10005c01d00640   , 0x1b00380000000000 , 0x0 ,
0x60010008006     , 0x1300de02d80e60   , 0x3f00700000000000 , 0x0 ,
0x8006001000c     , 0x20008402780d60   , 0x1d00380000000000 , 0x0 ,
0x200100040810    , 0x70c243090c641110 , 0x6cc0fe0000000000 , 0x0 ,
0x1800c003        , 0x19006e03f80fc0   , 0x3e00700080000000 , 0x0 ,
0x3001800c002     , 0x1000cc02780f60   , 0x1f80380000000000 , 0x0 ,
0x18006003000c    , 0x30e187863c18e0   , 0x3f80fc0000000000 , 0x0 ,
